name,pronunciation,meaning,type,length,weight,diet,teeth,food,how_moved,when_it_lived,found_it,taxonomy,foundators,year,species_type,comments,img_url,length_clean,diet_clean,taxonomy_depth,site1,site2,site3,site4,era,time_range,start,end,weight_clean,meaning_clean,year_clean,herbivorous,lifespan
Talarurus,tal-a-roor-us,'wicker tail',armoured dinosaur,6.0m,,herbivorous,,,,"Late Cretaceous, 99-89 million years ago",Mongolia,"Dinosauria, Ornithischia, Thyreophora, Ankylosauria, Ankylosauridae",Maleev ,(1952) ,plicatospineus,  Talarurus is known from fairly complete skeletons.,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Talarurus.jpg,6.0,herbivorous,5,Mongolia,,,,late cretaceous,99-89 million years ago,99.0,89.0,,wicker tail,1952.0,1.0,10.0
Tanius,tahn-ee-us,'[H. C.] Tan',large ornithopod,,,herbivorous,,,,"Late Cretaceous, 89-66 million years ago",China,"Dinosauria, Ornithischia, Ornithopoda, Hadrosauridae",Wiman ,(1929) ,sinensis,  Both skull and postcranial material has been found for this dinosaur.,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Tanius.jpg,,herbivorous,4,China,,,,late cretaceous,89-66 million years ago,89.0,66.0,,[H. C.] Tan,1929.0,1.0,23.0
Tarbosaurus,TAR-bow-SORE-us,'alarming lizard',large theropod,10.0m,,carnivorous,,,,"Late Cretaceous, 74-70 million years ago","China,
						
							Mongolia","Dinosauria, Saurischia, Theropoda, Tyrannosauroidea, Tyrannosauridae, Tyrannosaurinae",Maleev ,(1955) ,bataar,  Tarbosaurus is very like Tyrannosaurus.,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/tarbo.jpg,10.0,carnivorous,6,China,Mongolia,,,late cretaceous,74-70 million years ago,74.0,70.0,,alarming lizard,1955.0,0.0,4.0
Tarchia,TAR-kee-ah,'brainy one',armoured dinosaur,5.5m,,herbivorous,,,,"Late Cretaceous, 75-70 million years ago",Mongolia,"Dinosauria, Ornithischia, Thyreophora, Ankylosauria, Ankylosauridae",Maryanska ,(1977) ,kielanae,"  Tarchia was an ankylosaur, a heavily armoured type of dinosaur.  Like many ankylosaurs, Tarchia sported a hard, bony club on the end of its tail. Experts have debated whether the club was used for defending against predators, for fighting other Tarchia o",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/tarchia-ml.jpg,5.5,herbivorous,5,Mongolia,,,,late cretaceous,75-70 million years ago,75.0,70.0,,brainy one,1977.0,1.0,5.0
Telmatosaurus,tel-ma-toh-sore-us,'swamp lizard',large ornithopod,5.0m,,herbivorous,,,,"Late Cretaceous, 84-66 million years ago","France,
						
							Romania,
						
							Spain","Dinosauria, Ornithischia, Ornithopoda, Hadrosauridae",Nopcsa ,(1900) ,transsylvanicus,  Telmatosaurus is known from fragmentary remains.,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Telmatosaurus.jpg,5.0,herbivorous,4,France,Romania,Spain,,late cretaceous,84-66 million years ago,84.0,66.0,,swamp lizard,1900.0,1.0,18.0
Tenontosaurus,ten-ON-toe-sore-us,'sinew lizard',large ornithopod,7.0m,900kg,herbivorous,,,,"Early Cretaceous, 120-110 million years ago","Canada,
						
							USA","Dinosauria, Ornithischia, Ornithopoda, Euornithopoda, Iguanadontia",Ostrom ,(1970) ,tillettorum,,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/tenonto.jpg,7.0,herbivorous,5,Canada,USA,,,early cretaceous,120-110 million years ago,120.0,110.0,900.0,sinew lizard,1970.0,1.0,10.0
Thecodonto-saurus,theek-o-don-toh-sore-us,'socket-toothed lizard',prosauropod,2.5m,,omnivorous,,,,"Late Triassic, 227-205 million years ago","England,
						
							United Kingdom","Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda",Morris ,(1843) ,antiquus,"  The original material used to describe Thecodontosaurus has been lost, but several other specimens are known.",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Thecodontosaurus.jpg,2.5,omnivorous,4,England,UnitedKingdom,,,late triassic,227-205 million years ago,227.0,205.0,,socket-toothed lizard,1843.0,0.0,22.0
Therizinosaurus,THER-ih-zine-oh-SORE-us,'scythe lizard',large theropod,,,unknown,,,,"Late Cretaceous, 85-70 million years ago",Mongolia,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Coelurosauria, Tyrannoraptora, Maniraptoriformes, Maniraptora, Therizinosauroidea, Therizinosauridae",Maleev ,(1915) ,cheloniformis,"  This large dinosaur is only known from the forelimb skeleton, so reconstructions are mostly guesswork.",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/theriz.jpg,,,12,Mongolia,,,,late cretaceous,85-70 million years ago,85.0,70.0,,scythe lizard,1915.0,,15.0
Thescelosaurus,thes-kel-oh-SORE-us,'wonderful lizard',small ornithopod,3.5m,,herbivorous,,,,"Late Cretaceous, 76-66 million years ago","Canada,
						
							USA","Dinosauria, Ornithischia, Ornithopoda, Euornithopoda",Gilmore ,(1913) ,neglectus,,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/thescelo.jpg,3.5,herbivorous,4,Canada,USA,,,late cretaceous,76-66 million years ago,76.0,66.0,,wonderful lizard,1913.0,1.0,10.0
Torosaurus,tor-oh-SORE-us,'bull lizard',ceratopsian,7.5m,,herbivorous,,,,"Late Cretaceous, 70-66 million years ago","Canada,
						
							USA","Dinosauria, Ornithischia, Neornithischia, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Chasmosaurinae",Marsh ,(1891) ,latus,"  This dinosaur may have lived in social groups. It has the largest display crest of any ceratopsian and, like all the others, had a 'beak' for grazing.",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/toro.jpg,7.5,herbivorous,10,Canada,USA,,,late cretaceous,70-66 million years ago,70.0,66.0,,bull lizard,1891.0,1.0,4.0
Torvosaurus,TOR-voh-SORE-us,'savage lizard',large theropod,10.0m,,carnivorous,,,,"Late Jurassic, 155-144 million years ago",USA,"Dinosauria, Saurischia, Theropoda, Megalosauridae, Megalosaurinae",Galton and Jensen ,(1979) ,tanneri,,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/torvo.jpg,10.0,carnivorous,5,USA,,,,late jurassic,155-144 million years ago,155.0,144.0,,savage lizard,1979.0,0.0,11.0
Triceratops,tri-SERRA-tops,'three-horned face',ceratopsian,9.0m,5500kg,herbivorous,horny beak and shearing teeth,tough palm fronds,on 4 legs,"Late Cretaceous, 68-66 million years ago",USA,"Dinosauria, Ornithischia, Neornithischia, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia, Coronosauria, Ceratopsidae, Chasmosaurinae",Marsh ,(1889) ,horridus,"  With its 3 horns, a parrot-like beak and a large frill that could reach nearly 1 metre (3 feet) across, the Triceratops skull is one of the largest and most striking of any land animal.  The horns could have been used to fend off attacks from Tyrannosaur",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/triceratops.jpg,9.0,herbivorous,10,USA,,,,late cretaceous,68-66 million years ago,68.0,66.0,5500.0,three-horned face,1889.0,1.0,2.0
Troodon,TROH-oh-don,'wounding tooth',small theropod,2.0m,40kg,carnivorous,,,,"Late Cretaceous, 74-66 million years ago",USA,"Dinosauria, Saurischia, Theropoda, Paraves, Eumaniraptoria, Troodontidae",Leidy ,(1856) ,formosus,,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/troo.jpg,2.0,carnivorous,6,USA,,,,late cretaceous,74-66 million years ago,74.0,66.0,40.0,wounding tooth,1856.0,0.0,8.0
Tsagantegia,tsah-gahn-tay-gee-a,'Tsagan Teg',armoured dinosaur,,,herbivorous,,,,"Late Cretaceous, 99-84 million years ago",Mongolia,"Dinosauria, Ornithischia, Thyreophora, Ankylosauria, Ankylosauridae",Tumanova ,(1993) ,longicranialis,"  Only the skull of Tsagantegia has been found, so the rest is guesswork based on similar dinosaurs.",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Tsagantegia.jpg,,herbivorous,5,Mongolia,,,,late cretaceous,99-84 million years ago,99.0,84.0,,Tsagan Teg,1993.0,1.0,15.0
Tsintaosaurus,ching-dow-sore-us,'Qingdao lizard',large ornithopod,12.0m,,herbivorous,,,,"Late Cretaceous, 84-71 million years ago",China,"Dinosauria, Ornithischia, Ornithopoda, Hadrosauridae, Lambeosaurinae",Young ,(1958) ,spinorhinus,  Tsintaosaurus is known from skulls and a partial skeleton.,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Tsintaosaurus.jpg,12.0,herbivorous,5,China,,,,late cretaceous,84-71 million years ago,84.0,71.0,,Qingdao lizard,1958.0,1.0,13.0
Tuojiangosaurus,too-YANG-oh-sore-us,'Tuo River lizard',armoured dinosaur,7.0m,1500kg,herbivorous,,,,"Late Jurassic, 157-154 million years ago",China,"Dinosauria, Ornithischia, Thyreophora, Stegosauria, Stegosauridae, Stegosaurinae","Dong, Li, Zhou and Zhang ",(1973) ,multispinus,,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/tuojiang.jpg,7.0,herbivorous,6,China,,,,late jurassic,157-154 million years ago,157.0,154.0,1500.0,Tuo River lizard,1973.0,1.0,3.0
Tylocephale,tie-loh-keff-ah-lee,'swelling head',pachycephalosaur,1.4m,,herbivorous,,,,"Late Cretaceous, 75-72 million years ago",Mongolia,"Dinosauria, Ornithischia, Neornithischia, Cerapoda, Marginocephalia, Pachycephalosauria, Pachycephalosauridae",MaryaÃ ska and OsmÃÂ³lska ,(1974) ,gilmorei,"  Tylocephale is known from a partial skull, including the mandible (jawbone).",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Tylocephale.jpg,1.4,herbivorous,7,Mongolia,,,,late cretaceous,75-72 million years ago,75.0,72.0,,swelling head,1974.0,1.0,3.0
Tyrannosaurus,tie-RAN-oh-sore-us,'tyrant lizard',large theropod,12.0m,7000kg,carnivorous,"60 saw-edged, bone-crushing, pointed teeth",other animals,on 2 legs,"Late Cretaceous, 68-66 million years ago","Canada,
						
							USA","Dinosauria, Saurischia, Theropoda, Tyrannosauroidea, Tyrannosauridae, Tyrannosaurinae",Osborn ,(1905) ,rex,"  Tyrannosaurus lives up to its reputation as one of the most fearsome animals of all time. Its powerful jaws had 60 teeth, each one up to 20cm (8 inches) long and its bite was around 3 times as powerful than that of a lion.  Bite marks found on Triceratop",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/tyran.jpg,12.0,carnivorous,6,Canada,USA,,,late cretaceous,68-66 million years ago,68.0,66.0,7000.0,tyrant lizard,1905.0,0.0,2.0
Tyrannotitan,tie-RAN-oh-tie-tan,'tyrant titan',large theropod,12.0m,7000kg,carnivorous,,,on two legs,"Early Cretaceous, 101 million years ago",Argentina,"Dinosauria, Saurischia, Theropoda, Carcharodontosauridae","Novas, Valais, Vickers-Rich and Rich ",(2005) ,chubutensis,"  Tyrannotitan was a giant predator with very short arms that was closely related to Giganotosaurus and Mapusaurus. Fifty-seven Tyrannotitan teeth were found associated with Patagotitan remains, indicating that it scavenged from the bodies of these giants ",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/tyrannotitan-c.jpg,12.0,carnivorous,4,Argentina,,,,early cretaceous,101 million years ago,101.0,101.0,7000.0,tyrant titan,2005.0,0.0,0.0
Udanoceratops,oo-dahn-oh-serra-tops,'Udan [Sayr] horned face',ceratopsian,,,herbivorous,,,,"Late Cretaceous, 81-75 million years ago",Mongolia,"Dinosauria, Ornithischia, Neornithischia, Cerapoda, Marginocephalia, Ceratopsia, Neoceratopsia",Kurzanov ,(1992) ,tschizhovi,  Udanoceratops is known from a partial skull and postcranial skeleton. This 'ceratops' had hardly any head frill.,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Udanoceratops.jpg,,herbivorous,7,Mongolia,,,,late cretaceous,81-75 million years ago,81.0,75.0,,Udan [Sayr] horned face,1992.0,1.0,6.0
Unenlagia,oon-en-lahg-ee-ah,'half bird',small theropod,2.4m,,carnivorous,,,,"Late Cretaceous, 94-86 million years ago",Argentina,"Dinosauria, Saurischia, Theropoda, Dromaeosauridae",Novas and Puerta ,(1997) ,comahuensis,  Unenlagia is known from postcranial remains. The shoulder joint indicates a wide range of arm movements could be made. This may even have evolved from flying ancestors.,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Unenlagia.jpg,2.4,carnivorous,4,Argentina,,,,late cretaceous,94-86 million years ago,94.0,86.0,,half bird,1997.0,0.0,8.0
Urbacodon,urb-ah-ko-don,'URBAC tooth',small theropod,1.0m,,carnivorous,,,,"Late Cretaceous, 95 million years ago",Uzbekistan,"Dinosauria, Saurischia",Averianov and Sues ,(2007) ,itemirensis,"  Urbacodon is known only from a left dentary (the bone of the lower jaw that bears the teeth), which contained 32 unserrated teeth. Its name comes from 'URBAC', the acronym for international joint expeditions to the Kyzylkum Desert.",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/urbacodon.jpg,1.0,carnivorous,2,Uzbekistan,,,,late cretaceous,95 million years ago,95.0,95.0,,URBAC tooth,2007.0,0.0,0.0
Utahraptor,YOO-tah-RAP-tor,'Utah plunderer',large theropod,5.5m,350kg,carnivorous,"lots of sharp, pointed teeth","other animals, including quite big plant-eating dinosaurs such as Hippodraco",on 2 legs,"Early Cretaceous, 139-135 million years ago",USA,"Dinosauria, Saurischia, Theropoda, Dromaeosauridae","Kirkland, Gaston and Burge ",(1993) ,ostrommaysi," Utahraptor Utahraptor was a meat-eating dinosaur that lived in what's now North America. Velociraptor It was a member of the dromaeosaur group, like Velociraptor. But Utahraptor was much larger, the largest known member of this group.  It was much stockie",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/utahraptor.jpg,5.5,carnivorous,4,USA,,,,early cretaceous,139-135 million years ago,139.0,135.0,350.0,Utah plunderer,1993.0,0.0,4.0
Valdosaurus,val-doh-sore-us,'Wealden lizard',small ornithopod,3.0m,,herbivorous,,,,"Early Cretaceous, 142-121 million years ago","England,
						
							Niger,
						
							Romania,
						
							United Kingdom","Dinosauria, Ornithischia, Ornithopoda, Euornithopoda, Iguanadontia, Euiguanadontia, Dryomorpha, Dryosauridae",Galton ,(1975) ,canaliculatus,"  Valdosaurus is known from postcranial bones, teeth and dentary (the lower jaw bone that bears the teeth).",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Valdosaurus.jpg,3.0,herbivorous,8,England,Niger,Romania,UnitedKingdom,early cretaceous,142-121 million years ago,142.0,121.0,,Wealden lizard,1975.0,1.0,21.0
Velociraptor,vel-OSS-ee-rap-tor,'quick plunderer',small theropod,1.8m,7kg,carnivorous,"lots of sharp, pointed teeth",other animals,on 2 legs,"Late Cretaceous, 74-70 million years ago",Mongolia,"Dinosauria, Saurischia, Theropoda, Dromaeosauridae",Osborn ,(1924) ,mongoliensis,"  As portrayed in the Jurassic Park movies, Velociraptor was recreated at twice its actual size and closely modelled on Deinonychus. Though this was seen as unscientific at the time, soon after the first film was released, a dinosaur of the same type, Utah",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/veloc.jpg,1.8,carnivorous,4,Mongolia,,,,late cretaceous,74-70 million years ago,74.0,70.0,7.0,quick plunderer,1924.0,0.0,4.0
Vulcanodon,vul-kan-oh-don,'volcano tooth',sauropod,6.5m,,herbivorous,,,,"Early Jurassic, 205-202 million years ago",Zimbabwe,"Dinosauria, Saurischia, Sauropodomorpha, Sauropoda, Vulcanodontidae",Raath ,(1972) ,karibaensis,,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Vulcanodon.jpg,6.5,herbivorous,5,Zimbabwe,,,,early jurassic,205-202 million years ago,205.0,202.0,,volcano tooth,1972.0,1.0,3.0
Yandusaurus,yen-doo-sore-us,'Yandu lizard',small ornithopod,3.0m,,herbivorous,,,,"Mid Jurassic, 169-159 million years ago",China,"Dinosauria, Ornithischia, Ornithopoda, Euornithopoda",He ,(1979) ,hongheensis,,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Yandusaurus.jpg,3.0,herbivorous,4,China,,,,mid jurassic,169-159 million years ago,169.0,159.0,,Yandu lizard,1979.0,1.0,10.0
Yangchuano-saurus,yang-choo-AHN-oh-SORE-us,'Yangchuan lizard',large theropod,10.0m,,carnivorous,,,,"Late Jurassic, 160-144 million years ago",China,"Dinosauria, Saurischia, Theropoda, Neotheropoda, Tetanurae, Avetheropoda, Carnosauria, Allosauroidea, Sinraptoridae","Dong, Chang, Li and Zhou ",(1978) ,shangyouensis,,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/yangchu.jpg,10.0,carnivorous,9,China,,,,late jurassic,160-144 million years ago,160.0,144.0,,Yangchuan lizard,1978.0,0.0,16.0
Yimenosaurus,yee-muhn-oh-sore-us,'Yimen lizard',prosauropod,9.0m,,herbivorous,,,,"Early Jurassic, 195-190 million years ago",China,"Dinosauria, Saurischia, Sauropodomorpha, Prosauropoda","Bai, Yang and Wang ",(1990) ,youngi,  Quite a lot is known about this dinosaur from 10 partial skeletons and a skull.,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Yimenosaurus.jpg,9.0,herbivorous,4,China,,,,early jurassic,195-190 million years ago,195.0,190.0,,Yimen lizard,1990.0,1.0,5.0
Yingshanosaurus,ying-shan-oh-sore-us,'Mt. Ying lizard',armoured dinosaur,,,herbivorous,,,,"Late Jurassic, 159-142 million years ago",China,"Dinosauria, Ornithischia, Thyreophora, Stegosauria",Watanabe ,(1992) ,jichuanensis,"  This dinosaur was named in a Japanese dinosaur book, but has not been fully described yet (it is a nomen nudum).",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Yingshanosaurus.jpg,,herbivorous,4,China,,,,late jurassic,159-142 million years ago,159.0,142.0,,Mt. Ying lizard,1992.0,1.0,17.0
Yinlong,yin-long,'hidden dragon',ceratopsian,1.2m,,herbivorous,,,,"Mid Jurassic, 159-154 million years ago",China,"Dinosauria, Ornithischia, Neornithischia, Cerapoda, Marginocephalia, Ceratopsia","Xu, Forster, Clark and Mo ",(2006) ,downsi,"  The earliest known ceratopsian, showing features of ceratopsians, pachycephalosaurians and heterodontosaurids.",https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Yinlong.jpg,1.2,herbivorous,6,China,,,,mid jurassic,159-154 million years ago,159.0,154.0,,hidden dragon,2006.0,1.0,5.0
